number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	0
28	52	1	0
25	50	1	0
23	52	1	0
20	50	1	0
20	55	1	0
30	56	1	0
34	60	1	0
36	40	1	14
33	35	1	14
33	32	1	14
35	32	1	14
30	35	1	14
30	30	1	14
26	32	1	14
34	25	1	14
42	65	1	286
45	70	1	286
35	66	1	286
35	69	1	286
28	70	1	286
22	66	1	286
22	75	1	466
18	75	1	0
16	42	1	0
10	40	1	466
8	40	1	276
10	35	1	466
8	45	1	276
5	45	1	0
5	35	1	466
60	66	1	466
62	69	1	466
58	70	1	286
52	75	1	286
25	85	1	0
14	66	1	286
8	62	1	286
4	55	1	286
15	75	1	0
15	80	1	0
20	80	1	0
32	20	1	286
36	18	1	286
48	20	1	286
2	40	1	466
0	40	1	466
0	45	1	0
20	85	1	0
22	85	1	0
