number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
35	35	0	0
35	40	1	0
41	37	1	0
45	30	1	0
50	35	1	0
40	25	1	0
25	30	1	0
30	25	1	215
35	17	1	0
15	30	1	0
5	30	1	0
41	49	1	0
47	47	1	0
53	52	1	0
55	45	1	0
55	60	1	0
20	40	1	21
20	50	1	21
13	52	1	216
8	56	1	216
2	60	1	216
15	60	1	11
31	52	1	215
30	60	1	215
40	60	1	0
45	65	1	0
45	20	1	215
55	20	1	215
60	12	1	0
55	5	1	0
65	20	1	215
20	20	1	0
24	12	1	206
23	3	1	206
30	5	1	0
15	10	1	206
10	43	1	21
6	38	1	21
2	48	1	21
10	20	1	0
11	14	1	206
45	10	1	0
42	7	1	0
65	35	1	0
64	42	1	0
65	55	1	0
20	65	1	11
6	68	1	11
35	69	1	215
63	65	1	215
5	5	1	206
