number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
22	75	1	0
18	75	1	0
15	75	1	0
15	80	1	175
18	80	1	0
58	75	1	0
60	80	1	0
62	80	1	0
65	82	1	0
65	85	1	0
10	40	1	0
8	40	1	0
10	35	1	0
8	45	1	0
55	80	1	0
55	82	1	0
55	85	1	0
60	85	1	0
67	85	1	0
25	85	1	165
40	15	1	0
42	15	1	0
38	15	1	176
42	12	1	0
72	35	1	175
85	35	1	175
88	35	1	175
90	35	1	176
95	35	1	176
5	45	1	0
2	45	1	0
0	45	1	0
2	40	1	0
0	40	1	0
5	35	1	0
20	80	1	0
20	82	1	175
20	85	1	175
22	85	1	165
42	10	1	0
42	5	1	0
40	5	1	0
38	5	1	0
35	5	1	0
44	5	1	0
87	30	1	166
88	30	1	166
92	30	1	166
95	30	1	176
85	25	1	166
