number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	0
28	52	1	0
25	50	1	36
23	52	1	36
20	50	1	36
20	55	1	271
36	40	1	0
33	35	1	36
33	32	1	36
35	32	1	36
30	35	1	271
30	30	1	271
34	60	1	271
30	56	1	271
35	66	1	775
35	69	1	775
42	65	1	775
45	70	1	0
52	75	1	0
58	70	1	0
62	69	1	0
60	66	1	0
26	32	1	271
34	25	1	271
32	20	1	271
36	18	1	271
48	20	1	406
28	70	1	271
22	66	1	271
22	75	1	657
18	75	1	406
15	75	1	406
15	80	1	657
20	80	1	657
20	85	1	657
16	42	1	776
10	40	1	657
8	40	1	657
10	35	1	406
8	45	1	657
5	45	1	657
14	66	1	271
8	62	1	775
4	55	1	776
0	45	1	776
0	40	1	775
25	85	1	775
22	85	1	775
2	40	1	775
5	35	1	776
