number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
35	35	0	0
35	40	1	1300
41	37	1	1170
45	30	1	0
50	35	1	1300
40	25	1	0
45	20	1	0
25	30	1	0
30	25	1	0
35	17	1	322
15	30	1	1170
5	30	1	834
41	49	1	1170
47	47	1	1170
53	52	1	834
55	45	1	834
55	60	1	834
63	65	1	988
64	42	1	834
65	35	1	834
20	40	1	1170
20	50	1	1170
13	52	1	988
8	56	1	1170
2	60	1	834
15	60	1	1300
20	65	1	1300
31	52	1	0
30	60	1	0
40	60	1	0
45	65	1	0
35	69	1	0
65	55	1	988
20	20	1	0
24	12	1	521
23	3	1	834
30	5	1	144
15	10	1	322
55	20	1	521
60	12	1	521
55	5	1	322
65	20	1	521
10	43	1	1301
6	38	1	1301
2	48	1	1301
10	20	1	521
11	14	1	521
45	10	1	144
42	7	1	144
5	5	1	834
6	68	1	1301
