number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	0
30	52	1	0
28	52	1	0
28	55	1	0
25	52	1	0
25	50	1	234
23	52	1	0
23	55	1	0
25	55	1	0
20	55	1	0
42	65	1	224
42	66	1	393
42	68	1	0
40	66	1	0
40	69	1	283
33	35	1	609
33	32	1	609
35	32	1	609
35	30	1	609
32	30	1	224
30	30	1	691
35	66	1	224
35	69	1	224
38	68	1	283
38	70	1	283
30	35	1	224
28	35	1	393
30	32	1	691
28	30	1	691
45	68	1	283
45	70	1	0
22	75	1	609
18	75	1	609
20	50	1	0
8	45	1	0
5	45	1	0
8	40	1	283
10	40	1	283
26	32	1	691
10	35	1	283
5	35	1	393
2	40	1	283
15	75	1	609
15	80	1	691
20	80	1	691
20	85	1	691
25	85	1	393
22	85	1	0
0	45	1	234
0	40	1	234
