number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
35	35	0	0
35	40	1	0
41	37	1	0
45	30	1	0
50	35	1	0
25	30	1	0
30	25	1	0
35	17	1	0
40	25	1	0
41	49	1	295
47	47	1	295
53	52	1	24
55	45	1	24
20	40	1	295
20	50	1	295
13	52	1	237
8	56	1	0
31	52	1	0
30	60	1	0
40	60	1	295
45	65	1	0
35	69	1	0
45	20	1	34
55	20	1	0
60	12	1	34
55	5	1	34
65	20	1	0
15	30	1	34
5	30	1	34
6	38	1	237
10	43	1	237
20	20	1	34
24	12	1	0
23	3	1	0
30	5	1	0
15	10	1	0
45	10	1	0
42	7	1	0
11	14	1	0
10	20	1	0
5	5	1	237
64	42	1	0
65	35	1	0
65	55	1	295
63	65	1	295
55	60	1	0
15	60	1	295
20	65	1	433
6	68	1	433
2	60	1	433
2	48	1	433
