number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
35	35	0	0
35	40	1	0
41	37	1	0
45	30	1	34
50	35	1	0
40	25	1	34
45	20	1	34
35	17	1	34
30	25	1	34
25	30	1	34
15	30	1	0
5	30	1	881
6	38	1	949
10	43	1	949
2	48	1	881
13	52	1	359
41	49	1	0
47	47	1	0
53	52	1	359
55	45	1	359
55	60	1	359
63	65	1	504
64	42	1	359
65	35	1	949
20	40	1	949
20	50	1	0
15	60	1	1084
20	65	1	1084
8	56	1	1084
2	60	1	881
6	68	1	1084
30	60	1	949
31	52	1	949
40	60	1	0
45	65	1	0
35	69	1	0
65	55	1	504
20	20	1	1084
24	12	1	1084
55	20	1	504
60	12	1	0
55	5	1	949
65	20	1	0
45	10	1	34
42	7	1	34
10	20	1	949
11	14	1	949
15	10	1	0
23	3	1	1084
30	5	1	1084
5	5	1	504
