number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	0
30	52	1	0
28	52	1	0
28	55	1	0
25	50	1	58
25	52	1	58
23	52	1	58
25	55	1	58
42	65	1	41
42	66	1	41
42	68	1	41
40	66	1	41
33	35	1	317
33	32	1	0
35	32	1	374
35	30	1	374
32	30	1	397
35	66	1	461
35	69	1	0
38	68	1	31
38	70	1	31
23	55	1	58
20	55	1	58
20	50	1	58
8	45	1	307
30	35	1	317
28	35	1	58
30	32	1	461
30	30	1	397
45	68	1	41
45	70	1	41
40	69	1	0
22	75	1	317
26	32	1	397
28	30	1	397
10	35	1	461
10	40	1	0
18	75	1	461
15	75	1	397
15	80	1	374
20	80	1	397
8	40	1	307
5	35	1	461
5	45	1	307
0	45	1	0
25	85	1	461
22	85	1	461
20	85	1	397
2	40	1	461
0	40	1	0
