number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	0
28	52	1	0
25	50	1	0
23	52	1	0
20	50	1	124
20	55	1	124
36	40	1	459
33	35	1	420
33	32	1	420
35	32	1	420
30	35	1	459
30	30	1	403
26	32	1	124
34	60	1	124
30	56	1	124
35	66	1	124
35	69	1	124
42	65	1	620
45	70	1	621
28	70	1	621
22	66	1	124
22	75	1	459
18	75	1	459
15	75	1	459
15	80	1	621
16	42	1	0
10	40	1	0
8	40	1	0
10	35	1	124
8	45	1	0
60	66	1	124
62	69	1	0
58	70	1	621
52	75	1	621
25	85	1	621
22	85	1	403
20	85	1	0
34	25	1	459
32	20	1	620
36	18	1	620
48	20	1	620
5	35	1	124
2	40	1	124
0	40	1	124
14	66	1	403
8	62	1	403
4	55	1	0
5	45	1	0
0	45	1	124
20	80	1	0
