number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	0
30	52	1	0
28	52	1	0
28	55	1	68
25	50	1	68
25	52	1	68
23	52	1	68
25	55	1	68
23	55	1	68
20	55	1	58
42	65	1	0
42	66	1	58
42	68	1	0
40	66	1	58
40	69	1	230
33	35	1	0
33	32	1	0
35	32	1	0
35	30	1	0
35	66	1	58
35	69	1	230
38	68	1	230
38	70	1	230
30	35	1	0
28	35	1	230
30	32	1	0
30	30	1	0
45	68	1	0
45	70	1	0
22	75	1	0
18	75	1	0
15	75	1	0
20	50	1	68
8	45	1	58
5	45	1	58
8	40	1	230
10	40	1	230
10	35	1	230
32	30	1	0
28	30	1	68
26	32	1	68
5	35	1	0
20	80	1	0
20	85	1	0
22	85	1	0
25	85	1	0
15	80	1	0
0	45	1	0
0	40	1	58
2	40	1	0
