number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
35	35	0	0
35	40	1	1
41	37	1	1
45	30	1	1
50	35	1	34
25	30	1	1
30	25	1	0
35	17	1	866
40	25	1	1
45	20	1	1
41	49	1	1
47	47	1	866
53	52	1	866
55	45	1	34
20	40	1	866
20	50	1	866
13	52	1	866
8	56	1	867
31	52	1	1
30	60	1	0
40	60	1	1
45	65	1	0
15	30	1	866
5	30	1	866
6	38	1	866
10	43	1	866
20	20	1	0
24	12	1	1
23	3	1	0
30	5	1	1
55	20	1	1
60	12	1	866
55	5	1	866
65	20	1	866
45	10	1	1
42	7	1	1
15	10	1	867
11	14	1	867
10	20	1	867
64	42	1	34
65	35	1	34
65	55	1	866
63	65	1	866
55	60	1	866
35	69	1	1
20	65	1	1
15	60	1	866
2	48	1	867
2	60	1	867
6	68	1	1
5	5	1	866
