number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	1
30	52	1	1
28	52	1	1
28	55	1	1
25	50	1	148
25	52	1	148
23	52	1	148
25	55	1	1
42	65	1	461
42	66	1	461
42	68	1	461
40	66	1	461
33	35	1	1
33	32	1	1
35	32	1	1
35	30	1	1
32	30	1	1
35	66	1	0
35	69	1	325
38	68	1	325
38	70	1	380
23	55	1	148
20	55	1	0
20	50	1	461
8	45	1	325
30	35	1	108
28	35	1	148
30	32	1	108
30	30	1	1
45	68	1	0
45	70	1	1
40	69	1	380
22	75	1	461
26	32	1	108
28	30	1	1
10	35	1	148
10	40	1	148
18	75	1	461
15	75	1	1
15	80	1	1
20	80	1	0
8	40	1	148
5	35	1	461
5	45	1	325
0	45	1	380
25	85	1	1
22	85	1	0
20	85	1	1
2	40	1	380
0	40	1	380
