number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	1
28	52	1	1
25	50	1	1
23	52	1	14
36	40	1	1
33	35	1	1
33	32	1	1
35	32	1	1
30	35	1	1
34	60	1	14
30	56	1	14
35	66	1	0
35	69	1	1
42	65	1	1
45	70	1	1
52	75	1	1
58	70	1	1
20	50	1	14
20	55	1	14
16	42	1	1
10	40	1	1
8	40	1	1
30	30	1	1
26	32	1	1
34	25	1	0
32	20	1	116
28	70	1	1
22	66	1	116
22	75	1	155
18	75	1	155
60	66	1	1
62	69	1	0
25	85	1	1
22	85	1	0
14	66	1	116
8	62	1	116
4	55	1	1
15	75	1	116
48	20	1	116
36	18	1	116
10	35	1	116
5	35	1	1
8	45	1	1
5	45	1	1
0	45	1	0
0	40	1	1
20	80	1	155
20	85	1	1
15	80	1	1
2	40	1	1
