number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	1
30	52	1	1
28	52	1	1
28	55	1	1
25	52	1	44
25	50	1	44
23	52	1	44
23	55	1	1
25	55	1	1
42	65	1	222
42	66	1	222
42	68	1	222
40	66	1	222
33	35	1	32
33	32	1	222
35	32	1	222
35	30	1	222
32	30	1	222
30	30	1	222
35	66	1	32
35	69	1	32
38	68	1	32
38	70	1	32
40	69	1	222
45	68	1	345
45	70	1	345
22	75	1	345
30	35	1	32
28	35	1	32
30	32	1	222
28	30	1	222
26	32	1	32
10	35	1	222
20	50	1	44
20	55	1	44
8	45	1	345
5	45	1	345
8	40	1	1
10	40	1	222
5	35	1	0
2	40	1	0
0	40	1	345
0	45	1	345
15	75	1	1
18	75	1	345
20	80	1	1
20	85	1	1
22	85	1	0
25	85	1	0
15	80	1	0
