number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	1
28	52	1	1
25	50	1	1
23	52	1	1
20	50	1	58
20	55	1	58
36	40	1	11
33	35	1	11
33	32	1	11
35	32	1	11
30	35	1	11
30	30	1	11
26	32	1	289
34	60	1	58
30	56	1	58
35	66	1	58
35	69	1	58
42	65	1	0
45	70	1	289
28	70	1	244
22	66	1	244
22	75	1	289
18	75	1	289
15	75	1	244
15	80	1	289
16	42	1	621
10	40	1	1
8	40	1	0
10	35	1	244
8	45	1	0
60	66	1	621
62	69	1	621
58	70	1	621
52	75	1	0
25	85	1	289
22	85	1	289
20	85	1	289
34	25	1	289
32	20	1	289
36	18	1	244
48	20	1	244
5	35	1	289
2	40	1	289
0	40	1	289
14	66	1	244
8	62	1	621
4	55	1	621
5	45	1	0
0	45	1	1
20	80	1	289
