number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
22	75	1	597
18	75	1	597
15	75	1	597
15	80	1	705
18	80	1	1
20	80	1	1
58	75	1	0
60	80	1	1
62	80	1	1
65	82	1	0
65	85	1	0
67	85	1	1
10	40	1	15
8	40	1	15
10	35	1	15
8	45	1	15
5	45	1	15
2	45	1	15
0	45	1	15
5	35	1	130
55	80	1	0
55	82	1	0
55	85	1	1
60	85	1	1
25	85	1	1
40	15	1	1
42	15	1	1
38	15	1	130
42	12	1	1
42	10	1	1
42	5	1	1
44	5	1	80
72	35	1	130
85	35	1	597
88	35	1	597
90	35	1	597
95	35	1	597
95	30	1	705
92	30	1	705
20	82	1	705
20	85	1	705
22	85	1	1
2	40	1	130
0	40	1	597
40	5	1	80
38	5	1	80
35	5	1	130
85	25	1	1
87	30	1	705
88	30	1	705
