number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	0
28	52	1	1
25	50	1	1
23	52	1	1
20	50	1	1
20	55	1	1
30	56	1	1
34	60	1	1
36	40	1	309
33	35	1	309
33	32	1	1
35	32	1	309
30	35	1	309
30	30	1	1
26	32	1	1
34	25	1	1
42	65	1	1
45	70	1	1
35	66	1	1
35	69	1	1
28	70	1	1
22	66	1	0
22	75	1	309
18	75	1	309
16	42	1	1
10	40	1	1
8	40	1	1
10	35	1	1
8	45	1	1
5	45	1	1
5	35	1	1
60	66	1	0
62	69	1	1
58	70	1	0
52	75	1	1
25	85	1	1
14	66	1	310
8	62	1	310
4	55	1	1
15	75	1	309
15	80	1	310
20	80	1	309
20	85	1	310
22	85	1	1
32	20	1	1
36	18	1	0
48	20	1	1
2	40	1	1
0	40	1	1
0	45	1	1
