number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
22	75	1	260
18	75	1	260
15	75	1	260
15	80	1	260
18	80	1	260
20	80	1	260
58	75	1	0
60	80	1	352
62	80	1	1
65	82	1	1
65	85	1	1
67	85	1	0
10	40	1	18
8	40	1	18
10	35	1	18
8	45	1	1
5	45	1	1
2	45	1	1
55	80	1	352
55	82	1	352
55	85	1	352
60	85	1	1
25	85	1	268
22	85	1	268
20	85	1	268
40	15	1	1
42	15	1	1
38	15	1	268
42	12	1	1
72	35	1	260
85	35	1	260
88	35	1	268
90	35	1	268
95	35	1	268
95	30	1	1
92	30	1	0
20	82	1	260
0	45	1	18
0	40	1	18
2	40	1	18
5	35	1	18
35	5	1	1
38	5	1	1
40	5	1	1
42	10	1	1
42	5	1	0
44	5	1	1
85	25	1	0
87	30	1	1
88	30	1	1
