number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
22	75	1	14
18	75	1	14
15	75	1	14
15	80	1	32
18	80	1	32
58	75	1	176
60	80	1	51
62	80	1	0
65	82	1	0
65	85	1	1
10	40	1	1
8	40	1	1
10	35	1	32
8	45	1	1
55	80	1	51
55	82	1	51
55	85	1	51
60	85	1	176
67	85	1	176
25	85	1	51
40	15	1	1
42	15	1	1
38	15	1	32
42	12	1	1
72	35	1	1
85	35	1	0
88	35	1	1
90	35	1	1
95	35	1	1
5	45	1	0
2	45	1	1
0	45	1	0
2	40	1	176
0	40	1	176
5	35	1	176
20	80	1	32
20	82	1	32
20	85	1	51
22	85	1	51
42	10	1	1
42	5	1	1
40	5	1	1
38	5	1	1
35	5	1	32
44	5	1	32
87	30	1	1
88	30	1	1
92	30	1	1
95	30	1	1
85	25	1	1
