number_truck	2
number_drone	1
truck_speed	0.5
drone_speed	1
M_d	4
L_d	90
Sigma	5
XCOORD	YCOORD	DEMAND	RELEASE_DATE
40	50	0	0
30	50	1	1
28	52	1	1
25	50	1	1
23	52	1	66
20	50	1	66
36	40	1	19
33	35	1	19
33	32	1	19
35	32	1	374
30	35	1	374
30	30	1	374
26	32	1	931
34	25	1	931
34	60	1	374
30	56	1	374
35	66	1	0
35	69	1	931
42	65	1	0
45	70	1	931
28	70	1	931
22	66	1	374
20	55	1	66
14	66	1	374
8	62	1	374
4	55	1	931
15	75	1	931
18	75	1	931
16	42	1	932
10	40	1	932
8	40	1	932
10	35	1	931
8	45	1	931
5	45	1	931
5	35	1	931
0	45	1	932
60	66	1	0
62	69	1	0
58	70	1	0
52	75	1	931
25	85	1	931
22	85	1	931
22	75	1	931
20	80	1	931
20	85	1	931
15	80	1	931
2	40	1	931
32	20	1	931
36	18	1	931
48	20	1	374
0	40	1	931
