job_id,instance,A,L,run_index,best_fitness,best_solution,best_multi_fitness,best_multi_solution,best_drone_avg_trip_time,best_total_sortie_time,best_multi_visit_trip_count,best_drone_trip_count,best_avg_customers_per_trip,best_multi_drone_avg_trip_time,best_multi_total_sortie_time,best_multi_multi_visit_trip_count,best_multi_drone_trip_count,best_multi_avg_customers_per_trip,best_solution_file,best_multi_solution_file,log,best_avg_sortie_time,best_avg_truck_wait_for_drone,best_avg_drone_wait_for_truck,best_multi_avg_sortie_time,best_multi_avg_truck_wait_for_drone,best_multi_avg_drone_wait_for_truck
1,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,60.0,1,427,"[[[[0,[12,38,1,22,31,41,4,16,19,30,6,20,17,27,39,23,28,29,15,36,5,25]],[12,[47,46]],[38,[]],[47,[]],[1,[]],[22,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[39,[]],[23,[]],[28,[]],[29,[]],[15,[]],[36,[]],[46,[]],[5,[]],[25,[]]],[[0,[14,3,10,24,35,34,45,48,8,11,21,50,43,7,49,44,9,42,18,40,2,33,13,26,32,37]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[7,[]],[49,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[33,[]],[13,[]],[26,[]],[32,[]],[37,[]]]],[[[12,[47,46]]]]]",432,"[[[[0,[12,38,1,22,31,41,4,16,19,30,6,20,17,27,39,23,28,29,15,36,5,25]],[12,[47,46]],[38,[]],[47,[]],[1,[]],[22,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[39,[]],[23,[]],[28,[]],[29,[]],[15,[]],[36,[]],[46,[]],[5,[]],[25,[]]],[[0,[3,10,24,35,34,45,48,8,11,21,50,43,7,49,44,9,42,18,40,2,33,13,26,32,37]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[7,[]],[49,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[33,[]],[13,[]],[26,[]],[32,[]],[37,[]]]],[[[12,[47,46]],[14,[14]]]]]",20.396078054371,25.396078054371,0,1,2,52.750984384432,62.750984384432,1,1,3,results/sol_best_C101_0.5.dat_A4_L60_pid2790.txt,results/sol_best_multi_C101_0.5.dat_A4_L60_pid2790.txt,C101_0.5.dat_A4_L60_r1.log,25.396078054371,0,0,62.750984384432,0,4.368661749184
1,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,60.0,2,419,"[[[[0,[12,38,1,22,26,31,41,4,16,19,30,6,20,17,27,39,36,15,29,5,23,28,25]],[12,[47,46]],[38,[]],[47,[]],[1,[]],[22,[]],[26,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[39,[]],[36,[]],[15,[]],[29,[]],[5,[]],[46,[]],[23,[]],[28,[]],[25,[]]],[[0,[14,3,10,24,35,34,45,48,8,11,21,50,43,44,9,42,18,40,7,49,2,33,13,32,37]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[33,[]],[13,[]],[32,[]],[37,[]]]],[[[12,[47,46]]]]]",425,"[[[[0,[12,38,1,22,26,31,41,4,16,19,30,6,20,27,17,39,5,29,15,36,23,28,25]],[12,[47,46]],[38,[]],[47,[]],[1,[]],[22,[]],[26,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[27,[]],[17,[]],[39,[]],[5,[]],[29,[]],[15,[]],[36,[]],[46,[]],[23,[]],[28,[]],[25,[]]],[[0,[3,10,24,35,34,45,48,8,11,21,50,43,44,9,42,18,40,7,49,2,33,13,32,37]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[33,[]],[13,[]],[32,[]],[37,[]]]],[[[12,[47,46]],[14,[14]]]]]",20.396078054371,25.396078054371,0,1,2,52.750984384432,62.750984384432,1,1,3,results/sol_best_C101_0.5.dat_A4_L60_pid2792.txt,results/sol_best_multi_C101_0.5.dat_A4_L60_pid2792.txt,C101_0.5.dat_A4_L60_r2.log,25.396078054371,0,0,62.750984384432,0,4.368661749184
1,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,60.0,3,419,"[[[[0,[47,33,22,31,41,4,16,19,30,6,20,17,27,36,39,46,5,29,15,23,28,25]],[47,[]],[33,[]],[22,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[36,[]],[39,[]],[46,[]],[5,[]],[29,[]],[15,[]],[23,[]],[28,[]],[25,[]]],[[0,[14,3,10,24,35,34,45,48,8,11,21,50,43,44,9,42,18,40,7,49,1,2,26,13,32,37,12,38]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[1,[]],[2,[]],[26,[]],[13,[]],[32,[]],[37,[]],[12,[]],[38,[]]]],[]]",425,"[[[[0,[12,33,22,41,31,4,16,19,30,6,20,17,27,36,39,5,29,15,23,28,25]],[12,[]],[38,[47,46,38]],[47,[]],[33,[]],[22,[]],[41,[]],[31,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[36,[]],[39,[]],[5,[]],[29,[]],[15,[]],[46,[]],[23,[]],[28,[]],[25,[]]],[[0,[3,10,24,35,34,45,48,8,11,21,50,43,44,9,42,18,40,7,49,1,2,26,13,32,37]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[1,[]],[2,[]],[26,[]],[13,[]],[32,[]],[37,[]]]],[[[38,[47,46,38]],[14,[14]]]]]",0,0,0,0,0,48.552945357247,58.552945357247,1,1,4,results/sol_best_C101_0.5.dat_A4_L60_pid2793.txt,results/sol_best_multi_C101_0.5.dat_A4_L60_pid2793.txt,C101_0.5.dat_A4_L60_r3.log,0,0,0,58.552945357247,0,3.351470729611
2,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,90.0,1,,"[[[[0,[17,27,23,28,25,29,15,5,20,6,30,19,16,4,31,22,26,13,1]],[17,[]],[27,[]],[23,[]],[28,[]],[25,[46,47,41]],[29,[]],[15,[32,33]],[5,[39,36,37,38]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[3,10,24,35,8,34,45,48,11,21,50,43,44,9,42,18,40,7,49,2,12]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[12,[]]]],[[[5,[39,36,37,38]]],[[15,[32,33]],[14,[14]]],[[25,[46,47,41]]]]]",,"[[[[0,[17,27,23,28,25,29,15,5,20,6,30,19,16,4,31,22,26,13,1]],[17,[]],[27,[]],[23,[]],[28,[]],[25,[46,47,41]],[29,[]],[15,[32,33]],[5,[39,36,37,38]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[3,10,24,35,8,34,45,48,11,21,50,43,44,9,42,18,40,7,49,2,12]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[12,[]]]],[[[5,[39,36,37,38]]],[[15,[32,33]],[14,[14]]],[[25,[46,47,41]]]]]",,,,,,181.93215386131442,545.7964615839433,1,3,3.3333333333333335,results/sol_best_C101_0.5.dat_A4_L90_pid2726.txt,results/sol_best_multi_C101_0.5.dat_A4_L90_pid2726.txt,C101_0.5.dat_A4_L90_r1.log,,,,,,
2,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,90.0,2,,"[[[[0,[17,27,23,28,25,29,15,5,20,6,30,19,16,4,31,22,26,13,1]],[17,[]],[27,[]],[23,[]],[28,[]],[25,[46,47,41]],[29,[]],[15,[32,33]],[5,[39,36,37,38]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[3,10,24,35,8,34,45,48,11,21,50,43,44,9,42,18,40,7,49,2,12]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[12,[]]]],[[[5,[39,36,37,38]]],[[15,[32,33]],[14,[14]]],[[25,[46,47,41]]]]]",,"[[[[0,[17,27,23,28,25,29,15,5,20,6,30,19,16,4,31,22,26,13,1]],[17,[]],[27,[]],[23,[]],[28,[]],[25,[46,47,41]],[29,[]],[15,[32,33]],[5,[39,36,37,38]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[3,10,24,35,8,34,45,48,11,21,50,43,44,9,42,18,40,7,49,2,12]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[12,[]]]],[[[5,[39,36,37,38]]],[[15,[32,33]],[14,[14]]],[[25,[46,47,41]]]]]",,,,,,181.93215386131442,545.7964615839433,1,3,3.3333333333333335,results/sol_best_C101_0.5.dat_A4_L90_pid2728.txt,results/sol_best_multi_C101_0.5.dat_A4_L90_pid2728.txt,C101_0.5.dat_A4_L90_r2.log,,,,,,
2,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,90.0,3,,"[[[[0,[17,27,23,28,25,29,15,5,20,6,30,19,16,4,31,22,26,13,1]],[17,[]],[27,[]],[23,[]],[28,[]],[25,[46,47,41]],[29,[]],[15,[32,33]],[5,[39,36,37,38]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[3,10,24,35,8,34,45,48,11,21,50,43,44,9,42,18,40,7,49,2,12]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[12,[]]]],[[[5,[39,36,37,38]]],[[15,[32,33]],[14,[14]]],[[25,[46,47,41]]]]]",,"[[[[0,[17,27,23,28,25,29,15,5,20,6,30,19,16,4,31,22,26,13,1]],[17,[]],[27,[]],[23,[]],[28,[]],[25,[46,47,41]],[29,[]],[15,[32,33]],[5,[39,36,37,38]],[39,[]],[46,[]],[36,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[3,10,24,35,8,34,45,48,11,21,50,43,44,9,42,18,40,7,49,2,12]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[2,[]],[12,[]]]],[[[5,[39,36,37,38]]],[[15,[32,33]],[14,[14]]],[[25,[46,47,41]]]]]",,,,,,181.93215386131442,545.7964615839433,1,3,3.3333333333333335,results/sol_best_C101_0.5.dat_A4_L90_pid2729.txt,results/sol_best_multi_C101_0.5.dat_A4_L90_pid2729.txt,C101_0.5.dat_A4_L90_r3.log,,,,,,
3,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,120.0,1,420.110770276275,"[[[[0,[23,25,28,15,29,5,27,17,20,6,30,19,16,4,31,22,26,13,32,33,1]],[23,[39,36,37,38]],[25,[]],[28,[]],[15,[]],[29,[]],[5,[46,47,41]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[14,3,10,24,35,34,45,8,48,21,50,43,49,7,44,9,42,18,40,2,12]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[8,[]],[48,[]],[11,[11]],[21,[]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[12,[]]]],[[[23,[39,36,37,38]]],[[5,[46,47,41]],[11,[11]]]]]",420.110770276275,"[[[[0,[23,25,28,29,15,5,27,17,20,6,30,19,16,4,31,1,22,26,13,32,33]],[23,[39,36,37,38]],[25,[]],[28,[]],[29,[]],[15,[]],[5,[46,47,41]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[1,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,34,8,21,45,48,50,49,7,43,44,9,42,18,40,2,12]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[8,[]],[11,[11]],[21,[]],[45,[]],[48,[]],[50,[]],[49,[]],[7,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[12,[]]]],[[[23,[39,36,37,38]]],[[5,[46,47,41]],[11,[11]]]]]",64.51387818866,144.02775637732,1,2,4,52.51387818866,120.02775637732,1,2,4,results/sol_best_C101_0.5.dat_A4_L120_pid2781.txt,results/sol_best_multi_C101_0.5.dat_A4_L120_pid2781.txt,C101_0.5.dat_A4_L120_r1.log,72.01387818866,0.703590092092,8.591709997189,60.01387818866,0.703590092092,0.591709997189
3,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,120.0,2,415,"[[[[0,[23,25,28,5,29,15,27,17,20,6,30,19,16,4,31,22,26,13,32,33,1]],[23,[39,36,37,38]],[25,[]],[28,[]],[5,[]],[29,[]],[15,[]],[46,[46,47,41]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[14,3,10,24,35,8,34,45,48,21,11,50,43,49,7,44,9,42,18,40,2,12]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[21,[]],[11,[]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[12,[]]]],[[[23,[39,36,37,38]]],[[46,[46,47,41]]]]]",420,"[[[[0,[28,23,25,5,29,15,27,17,20,6,30,19,16,4,31,22,26,13,1]],[28,[]],[23,[39,36,37,38]],[25,[]],[5,[]],[29,[]],[15,[]],[46,[46,47,41]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[32,33]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[47,[]],[1,[]],[38,[]]],[[0,[14,3,10,24,35,8,34,45,48,21,50,43,49,7,44,9,42,18,40,2,12]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[21,[]],[11,[11]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[12,[]]]],[[[23,[39,36,37,38]]],[[46,[46,47,41]],[11,[11]]],[[41,[32,33]]]]]",35,80,0,2,3.5,66.210353199569,218.631059598708,1,3,3.333333333333,results/sol_best_C101_0.5.dat_A4_L120_pid2783.txt,results/sol_best_multi_C101_0.5.dat_A4_L120_pid2783.txt,C101_0.5.dat_A4_L120_r2.log,40,0.5,0,72.877019866236,0.25,6.889977426665
3,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4.0,120.0,3,421,"[[[[0,[23,25,28,5,29,15,36,39,27,17,20,6,30,19,16,4,31,22,26,13,32,37,33,1,38]],[23,[]],[25,[]],[28,[46,47,41]],[5,[]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[1,[]],[47,[]],[38,[]]],[[0,[14,3,35,24,10,8,34,45,48,11,21,50,43,49,7,44,9,42,18,40,2,12]],[14,[]],[3,[]],[35,[]],[24,[]],[10,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[]],[21,[]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[12,[]]]],[[[28,[46,47,41]]]]]",421,"[[[[0,[23,25,28,5,29,15,36,39,27,17,20,6,30,19,16,4,31,22,26,13,32,37,33,1,38]],[23,[]],[25,[]],[28,[46,47,41]],[5,[]],[29,[]],[15,[]],[46,[]],[36,[]],[39,[]],[27,[]],[17,[]],[20,[]],[6,[]],[30,[]],[19,[]],[16,[]],[4,[]],[41,[]],[31,[]],[22,[]],[26,[]],[13,[]],[32,[]],[37,[]],[33,[]],[1,[]],[47,[]],[38,[]]],[[0,[14,3,10,24,35,8,34,45,48,21,50,43,49,7,44,9,42,18,40,2,12]],[14,[]],[3,[]],[10,[]],[24,[]],[35,[]],[8,[]],[34,[]],[45,[]],[48,[]],[11,[11]],[21,[]],[50,[]],[43,[]],[49,[]],[7,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[2,[]],[12,[]]]],[[[28,[46,47,41]],[11,[11]]]]]",32.249030993194,37.249030993194,0,1,3,114.152271873917,124.152271873917,1,1,4,results/sol_best_C101_0.5.dat_A4_L120_pid2784.txt,results/sol_best_multi_C101_0.5.dat_A4_L120_pid2784.txt,C101_0.5.dat_A4_L120_r3.log,37.249030993194,0,0,124.152271873917,0,23.379229861405
4,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,8.0,60.0,1,413,"[[[[0,[33,13,32,26,22,31,41,4,16,19,30,6,20,17,27,39,36,15,29,5,28,25,23]],[47,[47,46]],[33,[]],[13,[]],[32,[]],[26,[]],[22,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[39,[]],[36,[]],[46,[]],[15,[]],[29,[]],[5,[]],[28,[]],[25,[]],[23,[]]],[[0,[3,10,24,35,34,45,48,8,11,21,50,43,44,9,42,18,40,7,49,1,2,37,12,38]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[1,[]],[2,[]],[37,[]],[12,[]],[38,[]]]],[[[47,[47,46]],[14,[14]]]]]",413,"[[[[0,[33,13,32,26,22,31,41,4,16,19,30,6,20,17,27,39,36,15,29,5,28,25,23]],[47,[47,46]],[33,[]],[13,[]],[32,[]],[26,[]],[22,[]],[31,[]],[41,[]],[4,[]],[16,[]],[19,[]],[30,[]],[6,[]],[20,[]],[17,[]],[27,[]],[39,[]],[36,[]],[46,[]],[15,[]],[29,[]],[5,[]],[28,[]],[25,[]],[23,[]]],[[0,[3,10,24,35,34,45,48,8,11,21,50,43,44,9,42,18,40,7,49,1,2,37,12,38]],[14,[14]],[3,[]],[10,[]],[24,[]],[35,[]],[34,[]],[45,[]],[48,[]],[8,[]],[11,[]],[21,[]],[50,[]],[43,[]],[44,[]],[9,[]],[42,[]],[18,[]],[40,[]],[7,[]],[49,[]],[1,[]],[2,[]],[37,[]],[12,[]],[38,[]]]],[[[47,[47,46]],[14,[14]]]]]",51.552945357247,61.552945357247,1,1,3,51.552945357247,61.552945357247,1,1,3,results/sol_best_C101_0.5.dat_A8_L60_pid2786.txt,results/sol_best_multi_C101_0.5.dat_A8_L60_pid2786.txt,C101_0.5.dat_A8_L60_r1.log,61.552945357247,0,1.5,61.552945357247,0,1.5
